Loyalty#,First Name,Last Name,Customer Name,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Re_engaged_people,Days_with_us,Days_until_reengagement
287023,Javier,Wands,Javier Wands,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,male,College,Rural,0.0,Married,Star,2020-07-28,,9657.58,Standard,False,1910,
362541,Josef,Pastora,Josef Pastora,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,male,College,Rural,0.0,Married,Star,2016-10-30,,9657.58,Standard,False,3277,
365404,Dennis,Stant,Dennis Stant,Ontario,London,42.984924,-81.245277,M5B 3E4,female,College,Suburban,0.0,Married,Star,2016-08-09,,9657.58,Standard,False,3359,
377375,Clara,Hanning,Clara Hanning,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,College,Urban,0.0,Married,Star,2020-12-06,,9657.58,Standard,False,1779,
652636,Alfredo,Gunnoe,Alfredo Gunnoe,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Doctor,Rural,20942.0,Divorced,Star,2021-09-07,,9670.18,Standard,False,1504,
333825,Preston,Cress,Preston Cress,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Doctor,Urban,17103.0,Married,Star,2015-10-28,,9671.98,Standard,False,3645,
848615,Luigi,Bettes,Luigi Bettes,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Doctor,Urban,17103.0,Married,Star,2019-06-09,,9671.98,Standard,False,2325,
869672,Breanne,Nied,Breanne Nied,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,College,Urban,0.0,Single,Star,2021-04-09,,9672.7,2021 Promotion,False,1655,
606962,Dede,Cranfill,Dede Cranfill,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,High School or Below,Suburban,24584.0,Single,Star,2020-09-03,,9688.13,Standard,False,1873,
970102,Minda,Wegley,Minda Wegley,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Rural,86830.0,Single,Star,2016-11-01,,9696.55,Standard,False,3275,
157092,Milly,Melcer,Milly Melcer,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,College,Suburban,0.0,Single,Star,2019-02-13,,9700.35,Standard,False,2441,
657118,Hai,Sardinas,Hai Sardinas,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,College,Urban,0.0,Single,Star,2015-04-12,,9700.35,Standard,False,3844,
462355,Lizzie,Clegg,Lizzie Clegg,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Suburban,45668.0,Married,Star,2020-03-22,,9701.03,Standard,False,2038,
559016,Rodrick,Galea,Rodrick Galea,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Suburban,23649.0,Married,Star,2016-10-17,,9706.38,Standard,False,3290,
996152,Jone,Stille,Jone Stille,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Suburban,23649.0,Married,Star,2020-12-05,,9706.38,Standard,False,1780,
995777,Winter,Lazott,Winter Lazott,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Suburban,30430.0,Single,Star,2018-07-16,,9707.65,Standard,False,2653,
845782,Rosaura,Kwasny,Rosaura Kwasny,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,Bachelor,Suburban,39930.0,Single,Star,2019-02-07,,9708.5,Standard,False,2447,
908844,Johnie,Stangle,Johnie Stangle,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,College,Suburban,0.0,Married,Star,2016-06-21,,9709.75,Standard,False,3408,
121605,Adrianne,Kasel,Adrianne Kasel,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,female,Bachelor,Urban,33190.0,Single,Star,2017-01-15,,9710.29,Standard,False,3200,
305618,Michal,Sofia,Michal Sofia,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Rural,33190.0,Single,Star,2016-05-31,2017-01-31,9710.29,Standard,False,245,
711552,Jessenia,Denmark,Jessenia Denmark,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,College,Urban,0.0,Divorced,Star,2019-03-27,,9718.46,Standard,False,2399,
153075,Sommer,Sampselle,Sommer Sampselle,Ontario,London,42.984924,-81.245277,M5B 3E4,female,Bachelor,Rural,72236.0,Married,Star,2017-05-01,2018-01-01,9726.55,Standard,False,245,
117910,Shara,Thongdy,Shara Thongdy,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Rural,38279.0,Married,Star,2018-04-15,,9732.58,Standard,False,2745,
812804,Leora,Declouette,Leora Declouette,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,Bachelor,Urban,24028.0,Married,Star,2020-12-29,,9743.35,Standard,False,1756,
891413,Esta,Epping,Esta Epping,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,male,College,Rural,0.0,Divorced,Star,2018-06-27,,9747.99,Standard,False,2672,
865406,Farah,Ender,Farah Ender,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,Bachelor,Urban,37345.0,Married,Star,2018-02-03,,9752.7,Standard,False,2816,
376929,Deandra,Dorich,Deandra Dorich,Alberta,Banff,51.178398,-115.5708,T4V 1D4,male,High School or Below,Urban,17514.0,Married,Star,2021-02-24,2021-03-30,9753.31,2021 Promotion,False,34,
133698,Barton,Gott,Barton Gott,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,female,Bachelor,Urban,59325.0,Divorced,Star,2020-01-24,,9772.74,Standard,False,2096,
913866,Harriett,Zierer,Harriett Zierer,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,Bachelor,Urban,59325.0,Divorced,Star,2019-05-18,,9772.74,Standard,False,2347,
137383,Laurette,Pietrini,Laurette Pietrini,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Bachelor,Suburban,55632.0,Single,Star,2017-07-25,2018-03-25,9775.82,Standard,False,243,
434693,Kia,Perrot,Kia Perrot,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Suburban,55632.0,Single,Star,2020-10-13,,9775.82,Standard,False,1833,
711214,Cathleen,Ramesar,Cathleen Ramesar,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,female,College,Rural,0.0,Single,Star,2018-08-25,,9778.98,Standard,False,2613,
765446,Angeline,Aponta,Angeline Aponta,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,female,College,Urban,0.0,Married,Star,2018-10-02,2019-06-02,9783.63,Standard,False,243,
867446,Joslyn,Crawn,Joslyn Crawn,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,Master,Suburban,10475.0,Married,Star,2018-11-10,,9787.81,Standard,False,2536,
408309,Margaretta,Lengacher,Margaretta Lengacher,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,male,Bachelor,Suburban,32245.0,Married,Star,2019-09-11,,9800.34,Standard,False,2231,
619337,Michell,Stillinger,Michell Stillinger,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Bachelor,Urban,84429.0,Married,Star,2021-08-04,2019-04-04,9802.55,Standard,True,1538,853
801483,Vernell,Harke,Vernell Harke,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,Bachelor,Urban,47197.0,Married,Star,2019-12-28,,9805.83,Standard,False,2123,
170091,Mandy,Cecot,Mandy Cecot,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,College,Urban,0.0,Married,Star,2021-11-27,,9810.41,Standard,False,1423,
541953,Tran,Besant,Tran Besant,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,College,Rural,0.0,Married,Star,2019-06-10,2021-04-09,9810.41,Standard,False,669,
351145,Aurelia,Escareno,Aurelia Escareno,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Urban,37256.0,Married,Star,2018-07-25,,9816.53,Standard,False,2644,
631369,Sylvia,Hodek,Sylvia Hodek,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,Bachelor,Urban,37256.0,Married,Star,2016-07-06,2019-12-23,9816.53,Standard,False,1265,
726065,Margie,Thornberry,Margie Thornberry,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Rural,37256.0,Married,Star,2017-07-11,,9816.53,Standard,False,3023,
732602,Classie,Breath,Classie Breath,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Suburban,37256.0,Married,Star,2020-05-06,,9816.53,Standard,False,1993,
816608,Kyla,Matteo,Kyla Matteo,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,female,Bachelor,Suburban,37256.0,Married,Star,2018-09-23,,9816.53,Standard,False,2584,
884909,Tammie,Abete,Tammie Abete,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Suburban,37256.0,Married,Star,2016-01-23,,9816.53,Standard,False,3558,
966142,Theressa,Morel,Theressa Morel,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,College,Rural,0.0,Single,Star,2021-01-12,,9817.03,Standard,False,1742,
374275,Hipolito,Bartolotta,Hipolito Bartolotta,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Rural,23923.0,Married,Star,2017-08-15,,9824.75,Standard,False,2988,
574726,Amalia,Crose,Amalia Crose,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,Bachelor,Rural,23923.0,Married,Star,2017-11-10,,9824.75,Standard,False,2901,
603371,Lana,Bacayo,Lana Bacayo,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Urban,25965.0,Divorced,Star,2020-08-12,,9830.34,Standard,False,1895,
684691,Kathyrn,Boline,Kathyrn Boline,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,male,Bachelor,Rural,25965.0,Divorced,Star,2019-04-03,,9830.34,Standard,False,2392,
119690,Adrien,Logins,Adrien Logins,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,Bachelor,Suburban,55099.0,Divorced,Star,2021-07-31,,9837.51,Standard,False,1542,
892630,Danielle,Hannen,Danielle Hannen,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,Bachelor,Urban,44006.0,Single,Star,2021-10-04,,9853.77,Standard,False,1477,
234515,Lakeesha,Fuller,Lakeesha Fuller,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Suburban,29598.0,Single,Star,2019-02-22,,9875.09,Standard,False,2432,
480864,Shala,Shren,Shala Shren,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,female,Bachelor,Urban,67752.0,Single,Star,2019-03-25,,9877.3,Standard,False,2401,
379384,Carley,Rolfe,Carley Rolfe,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,male,College,Suburban,0.0,Married,Star,2019-10-09,,9901.28,Standard,False,2203,
805816,Edmund,Leidy,Edmund Leidy,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,College,Rural,0.0,Married,Star,2017-07-23,,9901.28,Standard,False,3011,
772025,Bart,Caborn,Bart Caborn,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,female,College,Rural,0.0,Married,Star,2021-04-26,2021-12-26,9902.39,2021 Promotion,False,244,
756967,Hugo,Summerill,Hugo Summerill,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,College,Rural,0.0,Single,Star,2015-06-14,,9904.98,Standard,False,3781,
816406,Guillermo,Nola,Guillermo Nola,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,College,Urban,0.0,Single,Star,2015-07-14,,9904.98,Standard,False,3751,
380928,Lakia,Roers,Lakia Roers,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Urban,75716.0,Single,Star,2017-08-22,,9928.99,Standard,False,2981,
677335,Michel,Killings,Michel Killings,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,female,Bachelor,Suburban,75716.0,Single,Star,2021-02-02,,9928.99,2021 Promotion,False,1721,
247180,Nathaniel,Comp,Nathaniel Comp,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,male,Bachelor,Rural,56379.0,Married,Star,2017-09-15,,9934.87,Standard,False,2957,
528985,Jeannine,Borst,Jeannine Borst,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,male,Bachelor,Rural,34831.0,Married,Star,2019-05-09,,9935.17,Standard,False,2356,
920211,Jeniffer,Pody,Jeniffer Pody,Ontario,London,42.984924,-81.245277,M5B 3E4,male,Bachelor,Rural,74115.0,Married,Star,2021-02-09,,9976.25,2021 Promotion,False,1714,
604792,Mariann,Holzman,Mariann Holzman,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Doctor,Urban,24067.0,Single,Star,2020-04-18,,9986.66,Standard,False,2011,
632352,Jovan,Tygart,Jovan Tygart,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Rural,33157.0,Married,Star,2020-07-08,,9988.79,Standard,False,1930,
713236,Madie,Maskaly,Madie Maskaly,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,Bachelor,Suburban,33157.0,Married,Star,2016-02-09,,9988.79,Standard,False,3541,
965079,Antony,Mckin,Antony Mckin,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Urban,66371.0,Married,Star,2019-05-18,,10010.14,Standard,False,2347,
499563,Mozella,Kohlman,Mozella Kohlman,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,male,College,Suburban,0.0,Married,Star,2021-04-01,2021-12-01,10013.78,2021 Promotion,False,244,
527941,Carrol,Rubinich,Carrol Rubinich,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,female,Bachelor,Rural,74489.0,Married,Star,2016-01-02,,10014.03,Standard,False,3579,
667678,Kurt,Filpo,Kurt Filpo,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Suburban,30720.0,Married,Star,2016-08-19,2019-07-18,10018.66,Standard,False,1063,
906428,Fannie,Marconi,Fannie Marconi,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Suburban,30720.0,Married,Star,2021-04-13,,10018.66,2021 Promotion,False,1651,
651631,Casey,Shearer,Casey Shearer,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,College,Rural,0.0,Single,Star,2021-05-22,,10025.92,Standard,False,1612,
209107,Hui,Bernes,Hui Bernes,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,female,Bachelor,Rural,58194.0,Married,Star,2021-03-11,2019-10-03,10049.29,2021 Promotion,True,1684,525
471858,Deloise,Jeffus,Deloise Jeffus,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,Bachelor,Urban,60944.0,Married,Star,2019-04-16,,10080.37,Standard,False,2379,
230070,Yajaira,Blihovde,Yajaira Blihovde,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Master,Urban,11828.0,Divorced,Star,2020-11-09,2021-07-09,10083.49,Standard,False,242,
764555,Santana,Dowden,Santana Dowden,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Master,Urban,11828.0,Divorced,Star,2015-10-04,,10083.49,Standard,False,3669,
819521,Chris,Mangis,Chris Mangis,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,female,Master,Urban,11828.0,Divorced,Star,2021-03-11,2021-11-11,10083.49,2021 Promotion,False,245,
218601,Dedra,Trefethen,Dedra Trefethen,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,male,Bachelor,Urban,63657.0,Single,Star,2018-08-03,,10089.79,Standard,False,2635,
171788,Rosalyn,Guberman,Rosalyn Guberman,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,female,Bachelor,Urban,97238.0,Divorced,Star,2021-02-09,,10090.41,2021 Promotion,False,1714,
598705,Floria,Raimo,Floria Raimo,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Rural,32046.0,Married,Star,2017-10-17,,10094.13,Standard,False,2925,
139932,Dusti,Helmly,Dusti Helmly,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Suburban,76276.0,Single,Star,2016-03-08,,10110.77,Standard,False,3513,
641734,Janelle,Mckinnell,Janelle Mckinnell,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Urban,76276.0,Single,Star,2016-06-10,,10110.77,Standard,False,3419,
430059,Henrietta,Schmelzer,Henrietta Schmelzer,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,female,High School or Below,Suburban,15752.0,Married,Star,2019-02-16,,10110.78,Standard,False,2438,
974715,Craig,Wieand,Craig Wieand,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,Bachelor,Urban,74001.0,Married,Star,2021-08-17,,10114.99,Standard,False,1525,
652357,Moriah,Booty,Moriah Booty,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,male,Bachelor,Rural,63528.0,Divorced,Star,2017-12-16,2018-08-16,10115.45,Standard,False,243,
255215,Jen,Pitta,Jen Pitta,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,High School or Below,Urban,23053.0,Married,Star,2017-05-17,,10127.77,Standard,False,3078,
137161,Shella,Euler,Shella Euler,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,Bachelor,Urban,44577.0,Single,Star,2021-03-28,,10145.44,2021 Promotion,False,1667,
100853,Lindsy,Hennecke,Lindsy Hennecke,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,College,Urban,0.0,Married,Star,2019-01-24,,10153.89,Standard,False,2461,
233774,Clint,Seagroves,Clint Seagroves,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,College,Rural,0.0,Married,Star,2021-06-18,,10153.89,Standard,False,1585,
253283,Demetria,Alias,Demetria Alias,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Rural,0.0,Married,Star,2020-05-31,2021-01-31,10169.37,Standard,False,245,
798525,Aja,Saile,Aja Saile,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,female,College,Urban,0.0,Single,Star,2016-07-09,,10175.24,Standard,False,3390,
140534,Lilla,Sheldon,Lilla Sheldon,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,male,Master,Rural,14290.0,Married,Star,2016-01-25,,10179.72,Standard,False,3556,
422787,Bob,Forbess,Bob Forbess,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,female,Master,Urban,14290.0,Married,Star,2019-01-11,,10179.72,Standard,False,2474,
569769,Nevada,Trippel,Nevada Trippel,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,female,Master,Urban,14290.0,Married,Star,2020-12-18,2021-09-22,10179.72,Standard,False,278,
490840,Josue,Wargo,Josue Wargo,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,College,Suburban,0.0,Single,Star,2020-01-17,,10189.65,Standard,False,2103,
850953,Marlin,Slogeris,Marlin Slogeris,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,College,Suburban,0.0,Single,Star,2016-11-16,,10189.65,Standard,False,3260,
577265,Margarete,Hopfauf,Margarete Hopfauf,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Rural,35482.0,Married,Star,2020-02-21,,10208.93,Standard,False,2068,
319664,Margart,Dorame,Margart Dorame,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,male,Bachelor,Suburban,39719.0,Divorced,Star,2019-05-07,,10213.56,Standard,False,2358,
468534,Elane,Revette,Elane Revette,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,Bachelor,Suburban,39719.0,Divorced,Star,2015-07-25,,10213.56,Standard,False,3740,
870223,Haley,Shew,Haley Shew,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,Bachelor,Urban,60078.0,Married,Star,2021-08-10,,10213.99,Standard,False,1532,
744320,Erin,Mascio,Erin Mascio,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Doctor,Rural,18150.0,Married,Star,2021-02-03,,10215.78,2021 Promotion,False,1720,
886086,Will,Santolucito,Will Santolucito,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,High School or Below,Rural,22821.0,Married,Star,2020-04-16,,10232.85,Standard,False,2013,
626046,Georgie,Whitecotton,Georgie Whitecotton,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,College,Rural,0.0,Single,Star,2021-07-26,,10244.24,Standard,False,1547,
511584,Ferdinand,Mastrelli,Ferdinand Mastrelli,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,female,Bachelor,Rural,52693.0,Married,Star,2015-10-28,,10248.9,Standard,False,3645,
758322,Guadalupe,Simunovich,Guadalupe Simunovich,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,female,College,Suburban,0.0,Single,Star,2015-09-10,,10255.8,Standard,False,3693,
740105,Sparkle,Pestoni,Sparkle Pestoni,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Suburban,73661.0,Married,Star,2016-05-20,,10280.81,Standard,False,3440,
549757,Sharyn,Fechtel,Sharyn Fechtel,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Urban,24723.0,Married,Star,2018-03-12,,10295.47,Standard,False,2779,
968638,Trevor,Tasler,Trevor Tasler,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,female,College,Rural,0.0,Single,Star,2020-11-11,,10297.0,Standard,False,1804,
277033,Penny,Birner,Penny Birner,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Urban,21839.0,Single,Star,2019-10-10,,10302.9,Standard,False,2202,
646289,Tawana,Serandos,Tawana Serandos,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Bachelor,Urban,55906.0,Married,Star,2021-11-07,,10346.11,Standard,False,1443,
941719,Antonietta,Krahn,Antonietta Krahn,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Suburban,0.0,Single,Star,2020-06-10,2021-02-10,10346.32,Standard,False,245,
991090,Mazie,Leibowitz,Mazie Leibowitz,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,female,Bachelor,Urban,34244.0,Married,Star,2018-07-11,,10348.01,Standard,False,2658,
156684,Lakenya,Proulx,Lakenya Proulx,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,male,Bachelor,Suburban,73895.0,Married,Star,2019-11-18,,10351.37,Standard,False,2163,
247714,Enedina,Kiner,Enedina Kiner,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,male,Bachelor,Rural,68309.0,Divorced,Star,2020-02-12,,10357.51,Standard,False,2077,
143422,Tamara,Melville,Tamara Melville,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,male,Bachelor,Urban,58327.0,Married,Star,2017-08-11,,10364.35,Standard,False,2992,
220131,Albertina,Bolten,Albertina Bolten,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,female,Bachelor,Urban,58327.0,Married,Star,2021-02-22,,10364.35,2021 Promotion,False,1701,
420339,Jovita,Dubyk,Jovita Dubyk,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,College,Urban,0.0,Married,Star,2019-07-11,,10369.39,Standard,False,2293,
244245,Linnea,Rutenbar,Linnea Rutenbar,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,College,Rural,0.0,Married,Star,2016-06-06,,10377.37,Standard,False,3423,
821296,Desirae,Pernesky,Desirae Pernesky,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,Bachelor,Rural,32821.0,Married,Star,2019-10-11,,10382.38,Standard,False,2201,
440198,Bernard,Kintigh,Bernard Kintigh,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Master,Suburban,11721.0,Divorced,Star,2016-05-30,,10382.5,Standard,False,3430,
123668,Josef,Krausz,Josef Krausz,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,Doctor,Suburban,24392.0,Married,Star,2017-09-23,,10387.25,Standard,False,2949,
866995,Nicholle,Kahanaoi,Nicholle Kahanaoi,Alberta,Banff,51.178398,-115.5708,T4V 1D4,female,Bachelor,Urban,61222.0,Single,Star,2020-11-03,,10388.55,Standard,False,1812,
702863,Darline,Rassmussen,Darline Rassmussen,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,male,Bachelor,Rural,33432.0,Single,Star,2016-11-22,,10388.99,Standard,False,3254,
161546,Dee,Allenbaugh,Dee Allenbaugh,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Rural,28948.0,Married,Star,2016-02-05,2017-05-26,10390.67,Standard,False,476,
329720,Fae,Andre,Fae Andre,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Rural,81439.0,Single,Star,2016-06-13,,10391.78,Standard,False,3416,
171937,Voncile,Oyler,Voncile Oyler,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Rural,22601.0,Married,Star,2019-05-13,,10394.36,Standard,False,2352,
454628,Caprice,Mcenany,Caprice Mcenany,Prince Edward Island,Charlottetown,46.238239,-63.131069,C1A 6E8,male,Bachelor,Suburban,34948.0,Married,Star,2020-08-25,,10396.53,Standard,False,1882,
484422,Trenton,Graceffo,Trenton Graceffo,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Master,Urban,20228.0,Divorced,Star,2019-05-25,,10408.97,Standard,False,2340,
521684,Kenneth,Lupiani,Kenneth Lupiani,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,female,Master,Rural,20228.0,Divorced,Star,2018-11-02,,10408.97,2021 Promotion,False,2544,
620563,Renetta,Bickle,Renetta Bickle,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Master,Rural,20228.0,Divorced,Star,2018-10-08,,10408.97,Standard,False,2569,
679311,Yahaira,Mcgoogan,Yahaira Mcgoogan,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,male,Master,Suburban,20228.0,Divorced,Star,2020-07-25,,10408.97,Standard,False,1913,
774321,Tory,Macadamia,Tory Macadamia,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,Master,Suburban,20228.0,Divorced,Star,2020-03-22,,10408.97,Standard,False,2038,
806157,Stanton,Gossling,Stanton Gossling,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,female,Master,Urban,20228.0,Divorced,Star,2020-10-09,,10408.97,Standard,False,1837,
846055,Toshia,Nawwar,Toshia Nawwar,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Doctor,Suburban,27951.0,Married,Star,2017-08-17,,10418.31,Standard,False,2986,
312148,Verlie,Farinha,Verlie Farinha,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Suburban,80192.0,Married,Star,2019-11-09,,10419.17,Standard,False,2172,
810503,Alejandrina,Hendel,Alejandrina Hendel,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Suburban,68563.0,Married,Star,2021-02-03,,10425.99,2021 Promotion,False,1720,
712636,Elmo,Marum,Elmo Marum,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Bachelor,Urban,88233.0,Single,Star,2019-11-02,2020-07-02,10439.5,Standard,False,243,
716863,Florine,Speers,Florine Speers,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,Bachelor,Urban,88233.0,Single,Star,2017-11-19,,10439.5,Standard,False,2892,
445176,Tony,Spinosa,Tony Spinosa,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Urban,30786.0,Single,Star,2017-04-10,,10442.43,Standard,False,3115,
